"api","lib","label","num"
"cv2.rectangle","opencv-python","DCL","205"
"cv2.remap","opencv-python","DCL","9"
"cv2.resize","opencv-python","FE","1216"
"cv2.rotate","opencv-python","FE","67"
"cv2.setNumThreads","opencv-python","MD","2"
"cv2.split","opencv-python","DCL","65"
"cv2.subtract","opencv-python","DCL",
"cv2.threshold","opencv-python","FE","120"
"cv2.TrackerCSRT_create","opencv-python","MT","1"
"cv2.transpose","opencv-python","DCL","1"
"cv2.VideoCapture","opencv-python","DCO","82"
"cv2.VideoWriter","opencv-python","DCO","3"
"cv2.VideoWriter_fourcc","opencv-python","MD","3"
"cv2.waitKey","opencv-python","MD","8"
"cv2.warpAffine","opencv-python","FE","42"
"cv2.warpPerspective","opencv-python","DCL","3"
"cv2.__version__.format","opencv-python","MD","1"
"dabl.explain","dabl","MI","1"
"dabl.plot","dabl","DC","4"
"dabl.SimpleClassifier","dabl","MT","1"
"dask.bag.from_sequence","dask","MT","12"
"dask.dataframe.concat","dask","DCL","2"
"dask.dataframe.from_pandas","dask","DCO","2"
"dask.dataframe.get_dummies","dask","DCO","1"
"dask.dataframe.merge","dask","DCL","1"
"dask.dataframe.read_csv","dask","DCO","21"
"dask.dataframe.to_datetime","dask","DCL","1"
"dask.delayed","dask","DCL","2"
"dask.distributed.as_completed","dask","MT","1"
"dask.distributed.Client","dask","MT","9"
"dask.distributed.progress","dask","MT","1"
"dask_ml.model_selection.GridSearchCV","dask-ml","MT","1"
"dask_ml.model_selection.train_test_split","dask-ml","DCO","1"
"datasets.cassava.ImageLoader","datasets","DCO",
"datasets.Dataset.from_pandas","datasets","DCO",
"datasets.Features","datasets","DCO",
"datasets.load_dataset","datasets","DCO",
"datasets.load_metric","datasets","ME",
"datasets.MetricInfo","datasets","ME",
"datasets.tfs.get_cassava_transform","datasets","DC",
"datasets.utils.logging.set_verbosity_error","datasets","DC",
"datasets.utils.logging.set_verbosity_warning","datasets","DC",
"datasets.Value","datasets","DC",
"datasketch.MinHash","datasketch","DCL","1"
"datasketch.MinHashLSHForest","datasketch","DCL","1"
"datatable.by","datatable"," Data Aggregation","2"
"datatable.count","datatable"," Data Aggregation","1"
"datatable.f.remove","datatable","DCL","1"
"datatable.Frame","datatable","DCO","8"
"datatable.fread","datatable","DCO","61"
"datatable.join","datatable"," Data Merging","4"
"datatable.max","datatable"," Data Aggregation Data Aggregation","1"
"datatable.mean","datatable"," Data Aggregation","1"
"datatable.models.Ftrl","datatable","MT","2"
"datatable.rbind","datatable"," Data Aggregation","3"
"datatable.sd","datatable"," Data Aggregation","1"
"datatable.sum","datatable"," Data Aggregation","1"
"datatable.unique","datatable","Data Manipulation ","3"
"deap.algorithms.eaSimple","deap","ME","1"
"deap.base.Toolbox","deap","ME","1"
"deap.creator.create","deap","ME","1"
"deap.tools.HallOfFame","deap","ME","1"
"deap.tools.Statistics","deap","ME","1"
"deepspeed.ops.adam.FusedAdam","deepspeed","MT","1"
"detectron2.checkpoint.DetectionCheckpointer","detectron2","MT",
"detectron2.data.build_detection_test_loader","detectron2","DCO",
"detectron2.data.build_detection_train_loader","detectron2","DCO",
"detectron2.data.DatasetCatalog.clear","detectron2","DCO",
"detectron2.data.DatasetCatalog.register","detectron2","DCO",
"detectron2.data.DatasetMapper","detectron2","DCO",
"detectron2.data.datasets.register_coco_instances","detectron2","DC",
"detectron2.data.detection_utils.annotations_to_instances","detectron2","MT",
"detectron2.data.detection_utils.check_image_size","detectron2","FE",
"detectron2.data.detection_utils.convert_image_to_rgb","detectron2","FE",
"detectron2.data.detection_utils.create_keypoint_hflip_indices","detectron2","DCL",
"detectron2.data.detection_utils.filter_empty_instances","detectron2","MT",
"detectron2.data.detection_utils.gen_crop_transform_with_instance","detectron2","DCL",
"detectron2.data.detection_utils.read_image","detectron2","DCO",
"detectron2.data.detection_utils.transform_instance_annotations","detectron2","DCL",
"detectron2.data.detection_utils.transform_proposals","detectron2","FE",
"detectron2.data.transforms.apply_transform_gens","detectron2","FE",
"detectron2.data.transforms.RandomBrightness","detectron2","FE",
"detectron2.data.transforms.RandomContrast","detectron2","FE",
"detectron2.data.transforms.RandomCrop","detectron2","FE",
"detectron2.data.transforms.RandomFlip","detectron2","FE",
"detectron2.data.transforms.RandomLighting","detectron2","FE",
"detectron2.data.transforms.RandomRotation","detectron2","FE",
"detectron2.data.transforms.RandomSaturation","detectron2","FE",
"detectron2.data.transforms.Resize","detectron2","FE",
"detectron2.engine.DefaultPredictor","detectron2","MT",
"detectron2.engine.DefaultTrainer","detectron2","MT",
"detectron2.evaluation.COCOEvaluator","detectron2","ME",
"detectron2.evaluation.inference_on_dataset","detectron2","DC",
"detectron2.model_zoo.get_checkpoint_url","detectron2","MT",
"detectron2.model_zoo.get_config_file","detectron2","MT",
"detectron2.utils.logger.setup_logger","detectron2","MT",
"detectron2.utils.visualizer.Visualizer","detectron2","ME",
"dgl.function.copy_e","dgl","MT","1"
"dgl.function.sum","dgl","MT","1"
"dgl.function.u_mul_e","dgl","MT","1"
"dlib.cnn_face_detection_model_v1","dlib","MT","2"
"dlib.deep_fake_detection_model_v1","dlib","MT","2"
"dlib.DLIB_USE_CUDA.format","dlib","MT","2"
"dlib.full_object_detections","dlib","DCO","2"
"dlib.get_face_chips","dlib","DCO","2"
"dlib.get_frontal_face_detector","dlib","DCO","4"
"dlib.shape_predictor","dlib","MT","3"
"dltk.io.preprocessing.normalise_one_one","dltk","DCL",
"efficientnet","efficientnet","MT","2"
"efficientnet.EfficientNet.from_name","efficientnet","MT","1"
"efficientnet.EfficientNetB3","efficientnet","MT","11"
"efficientnet.EfficientNetB4","efficientnet","MT","2"
"efficientnet.EfficientNetB5","efficientnet","MT","13"
"efficientnet.EfficientNetB6","efficientnet","MT","2"
"efficientnet.keras.EfficientNetB0","efficientnet","MT","6"
"efficientnet.keras.EfficientNetB1","efficientnet","MT","7"
"efficientnet.keras.EfficientNetB2","efficientnet","MT","7"
"efficientnet.keras.EfficientNetB3","efficientnet","MT","22"
"efficientnet.keras.EfficientNetB4","efficientnet","MT","5"
"efficientnet.keras.EfficientNetB5","efficientnet","MT","1"
"efficientnet.keras.EfficientNetB6","efficientnet","MT","2"
"efficientnet.keras.EfficientNetB7","efficientnet","MT","3"
"efficientnet.keras.preprocess_input","efficientnet","MT","1"
"efficientnet.preprocess_input","efficientnet","MT","1"
"efficientnet.tfkeras.EfficientNetB0","efficientnet","MT","61"
"efficientnet.tfkeras.EfficientNetB1","efficientnet","MT","50"
"efficientnet.tfkeras.EfficientNetB2","efficientnet","MT","47"
"efficientnet.tfkeras.EfficientNetB3","efficientnet","MT","84"
"efficientnet.tfkeras.EfficientNetB4","efficientnet","MT","73"
"efficientnet.tfkeras.EfficientNetB5","efficientnet","MT","71"
"efficientnet.tfkeras.EfficientNetB6","efficientnet","MT","54"
"efficientnet.tfkeras.EfficientNetB7","efficientnet","MT","100"
"efficientnet.tfkeras.__getattribute__","efficientnet","MT","1"
"efficientnet_pytorch.EfficientNet","efficientnet-pytorch","MT","3"
"efficientnet_pytorch.EfficientNet","efficientnet_pytorch","MT",
"efficientnet_pytorch.EfficientNet.from_name","efficientnet-pytorch","MT","99"
"efficientnet_pytorch.EfficientNet.from_name","efficientnet_pytorch","MT",
"efficientnet_pytorch.EfficientNet.from_name_2","efficientnet-pytorch","MT","1"
"efficientnet_pytorch.EfficientNet.from_name_2","efficientnet_pytorch","MT",
"efficientnet_pytorch.EfficientNet.from_pretrained","efficientnet-pytorch","MT","75"
"efficientnet_pytorch.EfficientNet.from_pretrained","efficientnet_pytorch","MT",
"efficientnet_pytorch.EfficientNet.get_image_size","efficientnet-pytorch","MT","2"
"efficientnet_pytorch.EfficientNet.get_image_size","efficientnet_pytorch","MT",
"efficientnet_pytorch.model.EfficientNet.from_name","efficientnet-pytorch","MT","6"
"efficientnet_pytorch.model.EfficientNet.from_name","efficientnet_pytorch","MT",
"efficientnet_pytorch.utils.Conv2dStaticSamePadding","efficientnet-pytorch","MT","3"
"einops.layers.tensorflow.Rearrange","einops","MT","1"
"einops.layers.torch.Rearrange","einops","MT","1"
"eli5.explain_prediction","eli5","Model Interpretability","1"
"eli5.explain_prediction_xgboost","eli5","Model Interpretability","1"
"eli5.explain_weights","eli5","Model Interpretability","1"
"eli5.explain_weights_df","eli5","Model Interpretability","1"
"eli5.formatters.as_dataframe.explain_prediction_df","eli5","Model Interpretability","1"
"eli5.formatters.as_dataframe.explain_weights_df","eli5","Model Interpretability","2"
"eli5.formatters.text.format_as_text","eli5","Model Interpretability","1"
"eli5.lime.TextExplainer","eli5","Model Interpretability","1"
"eli5.permutation_importance.get_score_importances","eli5","Model Interpretability","1"
"eli5.show_prediction","eli5","Model Interpretability","23"
"eli5.show_weights","eli5","FE","65"
"eli5.sklearn.PermutationImportance","eli5","FE","34"
"facenet_pytorch.InceptionResnetV1","facenet-pytorch","MT","20"
"facenet_pytorch.models.inception_resnet_v1.get_torch_home","facenet-pytorch","MT","13"
"facenet_pytorch.MTCNN","facenet-pytorch","MT","35"
"face_recognition.face_encodings","face_recognition","MT","1"
"face_recognition.face_landmarks","face_recognition","FE","6"
"fairseq.checkpoint_utils.load_model_ensemble_and_task","fairseq","MT",
"fairseq.data.Dictionary","fairseq","DCO","8"
"fairseq.data.encoders.fastbpe.fastBPE","fairseq","MT","8"
"fairseq.options.get_preprocessing_parser","fairseq","DCL","1"
"faiss.IndexFlatIP","faiss","MT",
"faiss.IndexFlatL2","faiss","MT",
"faiss.IndexIVFFlat","faiss","MT",
"faiss.index_cpu_to_all_gpus","faiss","MD",
"faiss.index_cpu_to_gpu","faiss","MD",
"faiss.normalize_L2","faiss","FE",
"faiss.StandardGpuResources","faiss","MD",
"fancyimpute.IterativeImputer","fancyimpute","DCL","1"
"fancyimpute.KNN","fancyimpute","DCL","3"
"fancyimpute.SoftImpute","fancyimpute","DCL","1"
"fastai.basic_data.DataBunch","fastai","DCL","1"
"fastai.basic_data.DeviceDataLoader","fastai","DCO","1"
"fastai.basic_data.DeviceDataLoader.create","fastai","DCO","1"
"fastai.basic_train.add_metrics","fastai","MT","1"
"fastai.basic_train.Learner","fastai","MT","3"
"fastai.callback.all.CSVLogger","fastai","MT",
"fastai.callback.all.EarlyStoppingCallback","fastai","MT","1"
"fastai.callback.all.ReduceLROnPlateau","fastai","MT","1"
"fastai.callback.all.SaveModelCallback","fastai","MT","1"
"fastai.callback.all.ShowGraphCallback","fastai","MT",
"fastai.callback.mixup.CutMix","fastai","MT","1"
"fastai.callback.mixup.MixUp","fastai","MT","1"
"fastai.callback.tracker.SaveModelCallback","fastai","MT","2"
"fastai.callback.training.GradientClip","fastai","MT","1"
"fastai.callbacks.EarlyStoppingCallback","fastai","MT","4"
"fastai.callbacks.GeneralScheduler","fastai","MT","1"
"fastai.callbacks.hooks.dummy_eval","fastai","MT","7"
"fastai.callbacks.hooks.Hook","fastai","MT","7"
"fastai.callbacks.hooks.hook_outputs","fastai","MT","7"
"fastai.callbacks.hooks.model_sizes","fastai","MT","7"
"fastai.callbacks.ReduceLROnPlateauCallback","fastai","MT","4"
"fastai.callbacks.SaveModelCallback","fastai","MT","16"
"fastai.callbacks.tracker.ReduceLROnPlateauCallback","fastai","MT","1"
"fastai.callbacks.tracker.SaveModelCallback","fastai","MT","1"
"fastai.callbacks.TrainingPhase","fastai","MT","1"
"fastai.data.core.DataLoaders.from_dsets","fastai","DCO","1"
"fastai.data_block.EmptyLabelList","fastai","DCL","1"
"fastai.layers.ConvLayer","fastai","MT","1"
"fastai.layers.icnr_init","fastai","MT","1"
"fastai.layers.ifnone","fastai","MT","1"
"fastai.layers.SigmoidRange","fastai","MT","2"
"fastai.learner.Learner","fastai","MT","1"
"fastai.losses.LabelSmoothingCrossEntropy","fastai","MT","1"
"fastai.medical.imaging.get_dicom_files","fastai","DCO","1"
"fastai.metrics.KappaScore","fastai","ME","6"
"fastai.metrics.roc_curve","fastai","ME","3"
"fastai.optimizer.OptimWrapper","fastai","MT","1"
"fastai.structured.train_cats","fastai","MT","1"
"fastai.tabular.transform.add_datepart","fastai","DCL","1"
"fastai.text.all.F1Score","fastai","ME","1"
"fastai.text.all.language_model_learner","fastai","MT","1"
"fastai.text.all.Perplexity","fastai","ME","1"
"fastai.text.all.TextDataLoaders.from_df","fastai","DCO","1"
"fastai.text.all.text_classifier_learner","fastai","MT","1"
"fastai.train.DataBunch","fastai","MT","23"
"fastai.train.Learner","fastai","MT","22"
"fastai.utils.collect_env.show_install","fastai","MD","1"
"fastai.utils.show_install.show_install","fastai","MD",
"fastai.vision.brightness","fastai","FE",
"fastai.vision.ClassificationInterpretation.from_learner","fastai","MT","2"
"fastai.vision.cnn_learner","fastai","MT","4"
"fastai.vision.contrast","fastai","FE",
"fastai.vision.data.SegmentationItemList.from_csv","fastai","DCO","1"
"fastai.vision.get_transforms","fastai","FE","4"
"fastai.vision.image.image2np","fastai","DCL","1"
"fastai.vision.image.ImageSegment","fastai","FE","1"
"fastai.vision.image.open_image","fastai","DCL","1"
"fastai.vision.image.open_mask_rle","fastai","DCL","1"
"fastai.vision.ImageDataBunch.from_df","fastai","DCO","1"
"fastai.vision.ImageList.from_df","fastai","DCO","3"
"fastai.vision.ImageList.from_folder","fastai","DCO",
"fastai.vision.learner.cnn_config","fastai","MT","7"
"fastai.vision.learner.unet_learner","fastai","MT","1"
"fastai.vision.learner._update_first_layer","fastai","MT","10"
"fastai.vision.models.unet.UnetBlock","fastai","MT","7"
"fastai.vision.models.unet._get_sfs_idxs","fastai","MT","7"
"fastai.vision.open_image","fastai","DCL","1"
"fastai.vision.open_mask","fastai","DCL",
"fastai.vision.Path","fastai","DCO","3"
"fastai.vision.rle_encode","fastai","MT",
"fastai.vision.rotate","fastai","FE",
"fastai.vision.symmetric_warp","fastai","ME",
"fastai.vision.transform.get_transforms","fastai","FE","1"
"fastai.vision.zoom","fastai","FE",
"fastai.widgets.ClassConfusion","fastai","ME","1"
"fastai.__version__.format","fastai","MD","1"
"fastText.FastText.train_supervised","fastText","MT","2"
"fasttext.load_model","fasttext","MT","4"
"fastText.train_supervised","fastText","MT","5"
"fasttext.train_unsupervised","fasttext","MT","1"
"fast_bert.data_lm.BertLMDataBunch.from_raw_corpus","fast-bert","DCO","1"
"fast_bert.learner_cls.BertLearner.from_pretrained_model","fast-bert","MT","1"
"fast_bert.learner_lm.BertLMLearner.from_pretrained_model","fast-bert","MT","1"
"fbprophet.plot.add_changepoints_to_plot","fbprophet","FE","1"
"fbprophet.plot.plot_plotly","fbprophet","FE","2"
"fbprophet.Prophet","fbprophet","MT","41"
"fbprophet.serialize.model_from_json","fbprophet","FE","1"
"fbprophet.serialize.model_to_json","fbprophet","FE","1"
"featuretools.dfs","featuretools","FE","21"
"featuretools.EntitySet","featuretools","FE","22"
"featuretools.Feature","featuretools","FE","2"
"featuretools.list_primitives","featuretools","FE","2"
"featuretools.primitives.make_agg_primitive","featuretools","FE","2"
"featuretools.Relationship","featuretools","FE","11"
"featuretools.selection.remove_low_information_features","featuretools","FE","2"
"featuretools.Timedelta","featuretools","FE","1"
"featurewiz.EDA_classify_and_return_cols_by_type","featurewiz","FE","1"
"featurewiz.featurewiz","featurewiz","FE","2"
"featurewiz.FE_add_groupby_features_aggregated_to_dataframe","featurewiz","FE","2"
"featurewiz.FE_concatenate_multiple_columns","featurewiz","FE","2"
"featurewiz.FE_convert_all_object_columns_to_numeric","featurewiz","FE","1"
"featurewiz.FE_create_categorical_feature_crosses","featurewiz","FE","2"
"featurewiz.FE_create_interaction_vars","featurewiz","FE","1"
"featurewiz.FE_create_time_series_features","featurewiz","FE","2"
"featurewiz.FE_discretize_numeric_variables","featurewiz","FE","2"
"featurewiz.FE_transform_numeric_columns","featurewiz","FE","2"
"featurewiz.simple_XGBoost_model","featurewiz","FE","2"
"flair.datasets.ClassificationCorpus","flair","DC","1"
"flair.datasets.CSVClassificationCorpus","flair","DC","1"
"flair.embeddings.BertEmbeddings","flair","FE","1"
"flair.embeddings.BytePairEmbeddings","flair","FE","1"
"flair.embeddings.DocumentLSTMEmbeddings","flair","FE","1"
"flair.embeddings.DocumentRNNEmbeddings","flair","FE","1"
"flair.embeddings.TransformerWordEmbeddings","flair","FE","1"
"flair.embeddings.WordEmbeddings","flair","FE","1"
"flair.models.TextClassifier","flair","MT","2"
"flair.trainers.ModelTrainer","flair","MT","2"
"flair.visual.training_curves.Plotter","flair","MT","2"
"flashtext.KeywordProcessor","flashtext","DCL","2"
"flax.jax_utils.replicate","flax","MT","1"
"flax.jax_utils.unreplicate","flax","MT","1"
"flax.training.common_utils.shard","flax","MT","1"
"flax.traverse_util.flatten_dict","flax","DCL","1"
"flax.traverse_util.unflatten_dict","flax","DCL","1"
"folium.LayerControl","folium","MT","1"
"fuzzywuzzy.fuzz.partial_ratio","fuzzywuzzy","FE","3"
"fuzzywuzzy.fuzz.ratio","fuzzywuzzy","FE","3"
"fuzzywuzzy.fuzz.token_set_ratio","fuzzywuzzy","FE","4"
"fuzzywuzzy.fuzz.token_sort_ratio","fuzzywuzzy","FE","1"
"fuzzywuzzy.process.extract","fuzzywuzzy","FE","1"
"geffnet.create_model","geffnet","MT","8"
"geffnet.tf_efficientnet_b0_ns","geffnet","MT","1"
"geffnet.tf_efficientnet_b1_ns","geffnet","MT","1"
"geffnet.tf_efficientnet_b2_ns","geffnet","MT","1"
"geffnet.tf_efficientnet_b3_ns","geffnet","MT","2"
"geffnet.tf_efficientnet_b4_ns","geffnet","MT","2"
"geffnet.tf_efficientnet_b5_ns","geffnet","MT","1"
"geffnet.tf_efficientnet_b6_ns","geffnet","MT","1"
"gensim.corpora.Dictionary","gensim","DCO","15"
"gensim.corpora.dictionary.Dictionary","gensim","DCO","1"
